room id,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,"Jason was a great host - timely on communication, great instructions on getting in and helping with a great weekend for us.  The place was very clean, fresh and as advertised.  Our small group loved the location, the views, the ease of getting in and out and the overall experience was very good.  We will book again if we head back to Austin!"
,,,,,,,,"Jason was a great host giving us plenty of advice on where to go and the place was amazing. Perfectly in the center of 6th street with plenty of food trucks and bars nearby. Jason even left us mini toiletries in each bathroom and stocked the frig with waters. My buddies and I were in Austin to celebrate a bachelor party and all of us couldn't have been happier with the choice we made to stay at Jason's loft. If I am ever back in Austin, this is surely the place I will book! Thanks."
,,,,,,,,"Jason was responsive and extremely accommodating. His place was better than advertised and better than any hotel we could have stayed at. Its location, just blocks from 6th and a 10 minute walk to Rainey Street was so convenient, we were able to walk most places when we couldn't cab it. If you're thinking about staying anywhere else in Austin, don't. You're going to want to stay here. I'd recommend this to anyone!"
,,,,,,,,"The perfect place to stay if you are going to check out the local hangouts! Walking distance to 6th street. The warehouse district is a quick cab/pedi cab away. South Congress, barton springs, Town Lake running trails and paddle boards are so close, and of course there are awesome restaurants around every corner. Jason's place rocks! Immaculate with a beautiful view of the Austin skyline. Very cool furnishings and artwork. We will be staying here again in the future!"
,,,,,,,,"Jason was a great host.  Every thing was clean and ready for us.  He offered some water bottles and coffee for us to use. He is extremely thorough in his information every base is covered.  Couldn't ask for a better experience. 

 Jason we will be back, expect to  hear from us soon!"
,,,,,,,,"Staying in this apartment is like being inside a beautiful snowglobe placed in the center of Austin with views of downtown and the surrounding area. It's also comfortable, with every amenity you can imagine. The apartments gets a little too bright in the late afternoon/early evening, so we draped a scarf over the window. Overall, it was delightful. "
,,,,,,,,The place was great! We will be staying here again! 
,,,,,,,,"Jason's place is absolutely fabulous. It is exactly as it appears in the pictures, so wonderfully decorated, and super clean. The location is perfect, it's right in the middle of 6th St, with great bars, restaurants and live music either side. Despite being near the highway, it is still pretty  quiet. Jason was readily available and responsive at all times, and goes out of his way to provide special touches, like leaving toiletries and even a toothbrush! I would definitely stay here again and highly recommend this place to anyone venturing to Austin (which, may I add, is a brilliant city in itself!!). Thanks Jason, I'll be back! "
,,,,,,,,"Fantastic place, great location near all the East 6th attractions, and wonderful host.  Jason made everything extremely easy and was great to deal with.  Would definitely stay again."
,,,,,,,,"Jason has an absolutely fantastic place, well placed, well situated, well stocked. Good communication too."
,,,,,,,,"Great place, great host. Easy access, centrally located, clean and fresh on the inside - would not stay anywhere else. Thanks Jason!"
,,,,,,,,Place was lovely and very accessible to downtown. Very nice with modern appliances. Jason was helpful and responsive. Thanks for an awesome stay! 
,,,,,,,,"Great stay! The instructions for arrival were easy to follow. The place is spacious, easy to be 2 couples. Lots of appreciated perks--bottled water in the fridge, toiletries in case we forgot. Parking very handy since we could walk to many locations and still feel ok about leaving the car. Modern, clean. Would go back."
,,,,,,,,"Blown away by everything about this place. The location was great, it was super clean and it had about everything you needed for the kitchen/bath. I highly recommend this place to anyone wanting to stay in downtown Austin. From my family and myself....Thanks Jason!!"
